xp_name,xp_step,time,x,y,poi,poi_dist,ESP32-1_rssi,ESP32-1_raw_dist,ESP32-1_filtered_dist,ESP32-2_rssi,ESP32-2_raw_dist,ESP32-2_filtered_dist,ESP32-3_rssi,ESP32-3_raw_dist,ESP32-3_filtered_dist,ESP32-4_rssi,ESP32-4_raw_dist,ESP32-4_filtered_dist,ESP32-5_rssi,ESP32-5_raw_dist,ESP32-5_filtered_dist,ESP32-6_rssi,ESP32-6_raw_dist,ESP32-6_filtered_dist
Experiment 1 - Distance to beacon estimation,-1,2025-05-07T15:05:44.495522,24.175474556807092,6.69056919436558,,,-96,8.996293263537803,11.385929042606838,-92,6.497119400377774,8.001862019051687,-98,10.586075384780754,10.008739605779505,,,,-99,11.483404721348501,10.992100856968083,,,
Experiment 1 - Distance to beacon estimation,-1,2025-05-07T15:05:45.236393,23.8558030869269,6.326880090216857,,,-94,7.645259413127805,10.804824454241862,-94,7.645259413127805,7.946464608681038,-96,8.996293263537803,9.85145835048941,,,,-98,10.586075384780754,10.929025715816424,,,
Experiment 1 - Distance to beacon estimation,-1,2025-05-07T15:05:45.495148,23.8558030869269,6.326880090216857,,,-94,7.645259413127805,10.804824454241862,-94,7.645259413127805,7.946464608681038,-96,8.996293263537803,9.85145835048941,,,,-98,10.586075384780754,10.929025715816424,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:45.786839,23.8558030869269,6.326880090216857,,,-94,7.645259413127805,10.804824454241862,-94,7.645259413127805,7.946464608681038,-96,8.996293263537803,9.85145835048941,,,,-98,10.586075384780754,10.929025715816424,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:46.351736,23.963638371932824,6.1385012380515676,,,-91,5.989425386049087,10.056763072054265,-94,7.645259413127805,7.89967306104048,-94,7.645259413127805,9.508730322533273,,,,-98,10.586075384780754,10.8757491555515,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:46.802714,23.963638371932824,6.1385012380515676,,,-91,5.989425386049087,10.056763072054265,-94,7.645259413127805,7.89967306104048,-94,7.645259413127805,9.508730322533273,,,,-98,10.586075384780754,10.8757491555515,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:47.457734,23.82526256301952,6.207289044603243,,,-99,11.483404721348501,10.278388633912,-96,8.996293263537803,8.070030535633519,-95,8.29331030146109,9.319917564125076,,,,-97,9.758864619995833,10.702243662532146,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:47.815384,23.82526256301952,6.207289044603243,,,-99,11.483404721348501,10.278388633912,-96,8.996293263537803,8.070030535633519,-95,8.29331030146109,9.319917564125076,,,,-97,9.758864619995833,10.702243662532146,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:48.559092,23.896090026349967,6.103447894652063,,,-96,8.996293263537803,10.07921801040262,-95,8.29331030146109,8.10471654355813,-97,9.758864619995833,9.388106999034173,,,,-100,12.456796234785186,10.974809446537458,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:48.789888,23.896090026349967,6.103447894652063,,,-96,8.996293263537803,10.07921801040262,-95,8.29331030146109,8.10471654355813,-97,9.758864619995833,9.388106999034173,,,,-100,12.456796234785186,10.974809446537458,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:49.648447,24.006790106572275,6.063149657731298,,,-96,8.996293263537803,9.910988093946521,-97,9.758864619995833,8.361684715640978,-96,8.996293263537803,9.327239619117206,,,,-96,8.996293263537803,10.667451420842047,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:49.801525,24.006790106572275,6.063149657731298,,,-96,8.996293263537803,9.910988093946521,-97,9.758864619995833,8.361684715640978,-96,8.996293263537803,9.327239619117206,,,,-96,8.996293263537803,10.667451420842047,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:50.766976,24.047910296430107,6.009768101901872,,,-96,8.996293263537803,9.7688923155021,-96,8.996293263537803,8.46026972194367,-96,8.996293263537803,9.27582784935965,,,,-98,10.586075384780754,10.654809837216082,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:50.806496,24.047910296430107,6.009768101901872,,,-96,8.996293263537803,9.7688923155021,-96,8.996293263537803,8.46026972194367,-96,8.996293263537803,9.27582784935965,,,,-98,10.586075384780754,10.654809837216082,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:51.788443,24.047910296430107,6.009768101901872,,,-96,8.996293263537803,9.7688923155021,-96,8.996293263537803,8.46026972194367,-96,8.996293263537803,9.27582784935965,,,,-98,10.586075384780754,10.654809837216082,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:51.870312,24.30900736608049,5.952404220217521,,,-94,7.645259413127805,9.438990734820567,-94,7.645259413127805,8.333659709050439,-98,10.586075384780754,9.479371848200614,,,,-96,8.996293263537803,10.397163028941801,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:52.803959,24.30900736608049,5.952404220217521,,,-94,7.645259413127805,9.438990734820567,-94,7.645259413127805,8.333659709050439,-98,10.586075384780754,9.479371848200614,,,,-96,8.996293263537803,10.397163028941801,,,
Experiment 1 - Distance to beacon estimation,0,2025-05-07T15:05:52.985703,24.27824032682939,5.856799905788145,,,-93,7.047848129319577,9.067532125233297,-96,8.996293263537803,8.436598336905375,-96,8.996293263537803,9.404326679849964,,,,-97,9.758864619995833,10.29800481104908,,,
